300	20
600	75
900	-20
1200	5
1500	-25
1800	20
2100	20
2400	-30
2700	-5
3000	30
3300	-25
3600	35
3900	-30
4200	50
4500	30
4800	100
5100	10
5400	20
5700	125
6000	25
6300	15
6600	50
6900	30
7200	85
7500	50
7800	35
8100	-35
8400	25
8700	40
9000	105
9300	150
9600	25
9900	20
10200	80
10500	20
10800	45
11100	55
11400	20
11700	45
12000	35
12300	160
12600	120
12900	55
13200	85
13500	75
13800	65
14100	70
14400	65
14700	95
15000	120
15300	40
15600	130
15900	95
16200	120
16500	160
16800	195
17100	140
17400	185
17700	100
18000	125
18300	110
18600	165
18900	115
19200	205
19500	115
19800	135
20100	245
20400	250
20700	215
21000	250
21300	135
21600	230
21900	225
22200	135
22500	185
22800	145
23100	240
23400	170
23700	195
24000	250
24300	280
24600	240
24900	175
25200	240
25500	315
25800	305
26100	255
26400	250
26700	240
27000	335
27300	220
27600	250
27900	350
28200	200
28500	325
28800	365
29100	300
29400	305
29700	370
30000	350
30300	425
30600	355
30900	375
31200	300
31500	270
31800	230
32100	360
32400	370
32700	345
33000	390
33300	360
33600	295
33900	330
34200	445
34500	315
34800	300
35100	410
35400	375
35700	360
36000	370
36300	400
36600	320
36900	405
37200	295
37500	430
37800	440
38100	445
38400	350
38700	295
39000	350
39300	530
39600	345
39900	420
40200	415
40500	390
40800	440
41100	410
41400	365
41700	440
42000	415
42300	390
42600	440
42900	350
43200	345
43500	440
43800	480
44100	440
44400	400
44700	520
45000	440
45300	440
45600	475
45900	445
46200	425
46500	480
46800	495
47100	510
47400	430
47700	435
48000	440
48300	465
48600	540
48900	510
49200	435
49500	465
49800	525
50100	420
50400	450
50700	440
51000	410
51300	460
51600	440
51900	375
52200	400
52500	570
52800	430
53100	465
53400	520
53700	485
54000	510
54300	505
54600	505
54900	465
55200	460
55500	460
55800	475
56100	495
56400	435
56700	475
57000	425
57300	430
57600	570
57900	525
58200	480
58500	465
58800	525
59100	505
59400	520
59700	510
60000	500
60300	440
60600	485
60900	475
61200	555
61500	490
61800	510
62100	515
62400	490
62700	485
63000	560
63300	495
63600	455
63900	455
64200	425
64500	555
64800	500
65100	545
65400	470
65700	495
66000	545
66300	485
66600	530
66900	530
67200	540
67500	500
67800	505
68100	455
68400	520
68700	525
69000	505
69300	500
69600	485
69900	505
70200	540
70500	480
70800	500
71100	500
71400	550
71700	520
72000	495
72300	535
72600	535
72900	460
73200	515
73500	475
73800	480
74100	500
74400	525
74700	480
75000	540
75300	490
75600	510
75900	485
76200	540
76500	490
76800	560
77100	450
77400	480
77700	525
78000	485
78300	500
78600	475
78900	515
79200	500
79500	480
79800	505
80100	520
80400	540
80700	555
81000	540
81300	540
81600	540
81900	535
82200	525
82500	570
82800	505
83100	485
83400	450
83700	540
84000	525
84300	440
84600	455
84900	530
85200	555
85500	545
85800	550
86100	475
86400	565
86700	505
87000	540
87300	480
87600	475
87900	460
88200	450
88500	505
88800	535
89100	410
89400	470
89700	520
90000	450
90300	475
90600	525
90900	535
91200	455
91500	495
91800	430
92100	540
92400	540
92700	545
93000	485
93300	550
93600	485
93900	540
94200	515
94500	480
94800	465
95100	500
95400	510
95700	535
96000	545
96300	555
96600	535
96900	470
97200	475
97500	550
97800	500
98100	535
98400	550
98700	460
99000	520
99300	475
99600	460
99900	540
100200	515
